,Name,EMI,Price,Kilometers Driven,Owner,Year of Purchase,Fuel Type,Location,History
225,2016 Ford Ecosport,"₹13,556/month","₹6,09,399","39,766 km",1st Owner,January 2016,Diesel,DELHI,Non-Accidental
226,2016 Maruti Alto 800,"₹6,037/month","₹2,71,399","43,279 km",1st Owner,January 2016,Petrol,DELHI,Non-Accidental
227,2009 Hyundai Santro Xing,"₹2,896/month","₹1,30,199","56,160 km",1st Owner,September 2009,Petrol,DELHI,Non-Accidental
228,2014 Maruti Alto 800,"₹6,355/month","₹2,85,699","5,383 km",1st Owner,September 2014,Petrol,DELHI,Non-Accidental
229,2018 Ford Ecosport,"₹19,012/month","₹8,54,699","20,925 km",1st Owner,-,Diesel,DELHI,Non-Accidental
230,2015 Renault Kwid,"₹6,911/month","₹3,10,699","40,740 km",1st Owner,-,Petrol,DELHI,Non-Accidental
231,2013 Hyundai Grand i10,"₹7,608/month","₹3,42,000",-,-,-,-,-,-
232,2010 Honda City,"₹8,035/month","₹3,61,199","60,222 km",1st Owner,-,Petrol,DELHI,Non-Accidental
233,2016 Hyundai Elite i20,"₹11,511/month","₹5,17,499","37,998 km",1st Owner,September 2016,Petrol,DELHI,Non-Accidental
234,2012 Maruti Swift,"₹6,520/month","₹2,93,099","65,916 km",1st Owner,January 2012,Petrol,DELHI,Non-Accidental
235,2017 Maruti Baleno,"₹11,754/month","₹5,28,399","32,712 km",1st Owner,January 2017,Petrol,DELHI,Non-Accidental
236,2010 Maruti Swift,"₹4,894/month","₹2,20,000","46,441 km",1st Owner,-,Petrol,DELHI,Non-Accidental
237,2020 Hyundai Creta,"₹29,496/month","₹13,26,000","9,393 km",1st Owner,-,Petrol,DELHI,Non-Accidental
238,2019 Maruti Baleno,"₹14,470/month","₹6,50,499","8,624 km",1st Owner,-,Petrol,DELHI,Non-Accidental
239,2012 Maruti Alto 800,"₹4,115/month","₹1,85,000",-,-,-,-,-,-
240,2016 Maruti Wagon R 1.0,"₹5,984/month","₹2,69,000",-,-,-,-,-,-
241,2016 Hyundai Elite i20,"₹11,322/month","₹5,08,999","37,628 km",1st Owner,July 2016,Petrol,DELHI,Non-Accidental
242,2014 Maruti Swift Dzire,"₹7,608/month","₹3,42,000","50,613 km",1st Owner,-,Diesel,DELHI,Non-Accidental
243,2017 Maruti Vitara Brezza,"₹14,626/month","₹6,57,499","34,534 km",1st Owner,March 2017,Diesel,DELHI,Non-Accidental
244,2020 Hyundai VENUE,"₹22,022/month","₹9,90,000","10,339 km",1st Owner,-,Petrol,DELHI,Non-Accidental
245,2017 Honda Jazz,"₹13,547/month","₹6,08,999","37,505 km",1st Owner,-,Petrol,DELHI,Non-Accidental
246,2012 Maruti Swift Dzire,"₹8,119/month","₹3,65,000",-,-,-,-,-,-
247,2016 Maruti Vitara Brezza,"₹14,610/month","₹6,56,799","33,572 km",1st Owner,November 2016,Diesel,DELHI,Non-Accidental
248,2012 Maruti Swift Dzire,"₹7,472/month","₹3,35,899","49,120 km",1st Owner,September 2012,Diesel,DELHI,Non-Accidental
249,2009 Maruti Alto,"₹3,463/month","₹1,55,699","35,919 km",1st Owner,February 2009,Petrol,DELHI,Non-Accidental
250,2012 Chevrolet Spark,"₹2,714/month","₹1,22,000","69,228 km",1st Owner,-,Petrol,DELHI,Non-Accidental
251,2021 Maruti Baleno,"₹17,297/month","₹7,77,599","11,162 km",1st Owner,January 2021,Petrol,DELHI,Non-Accidental
252,2013 Hyundai Santro Xing,"₹3,893/month","₹1,75,000",-,-,-,-,-,-
253,2014 Ford Ecosport,"₹10,232/month","₹4,60,000","56,811 km",2nd Owner,-,Diesel,DELHI,Non-Accidental
254,2014 Hyundai Eon,"₹4,783/month","₹2,15,000","54,530 km",1st Owner,-,Petrol,DELHI,Non-Accidental
255,2018 Renault Kwid,"₹6,549/month","₹2,94,399","29,623 km",2nd Owner,-,Petrol,DELHI,Non-Accidental
256,2017 Maruti IGNIS,"₹10,206/month","₹4,58,799","42,049 km",1st Owner,January 2017,Petrol,DELHI,Non-Accidental
257,2013 Maruti Swift,"₹7,341/month","₹3,30,000",-,-,-,-,-,-
258,2009 Maruti Alto,"₹3,230/month","₹1,45,199","38,347 km",1st Owner,July 2009,Petrol,DELHI,Non-Accidental
259,2014 Maruti Alto 800,"₹4,834/month","₹2,17,299","61,815 km",1st Owner,April 2014,Petrol,DELHI,Non-Accidental
260,2014 Maruti Swift,"₹8,522/month","₹3,83,099","60,901 km",1st Owner,-,Diesel,DELHI,Non-Accidental
261,2017 Renault Kwid,"₹5,161/month","₹2,32,000",-,-,-,-,-,-
262,2014 Tata Zest,"₹10,014/month","₹4,50,199","27,863 km",1st Owner,July 2014,Petrol,DELHI,Non-Accidental
263,2014 Hyundai Eon,"₹5,116/month","₹2,30,000",-,-,-,-,-,-
264,2017 Hyundai Grand i10,"₹8,987/month","₹4,03,999","52,175 km",2nd Owner,January 2017,Petrol,DELHI,Non-Accidental
265,2017 Maruti Celerio,"₹8,693/month","₹3,90,799","41,914 km",2nd Owner,May 2017,Petrol,DELHI,Non-Accidental
266,2014 Honda City,"₹9,788/month","₹4,40,000",-,-,-,-,-,-
267,2015 Ford Figo Aspire,"₹8,564/month","₹3,85,000",-,-,-,-,-,-
268,2016 Maruti Ciaz,"₹10,951/month","₹4,92,299","55,437 km",3rd Owner,January 2016,Diesel,DELHI,Non-Accidental
269,2016 Maruti Ciaz,"₹13,347/month","₹6,00,000",-,-,-,-,-,-
270,2016 Maruti Baleno,"₹12,940/month","₹5,81,699","27,933 km",1st Owner,May 2016,Petrol,DELHI,Non-Accidental
271,2016 Hyundai Grand i10,"₹8,942/month","₹4,02,000","49,273 km",1st Owner,-,Petrol,DELHI,Non-Accidental
272,2015 Maruti Swift Dzire,"₹9,788/month","₹4,40,000",-,-,-,-,-,-
273,2017 Maruti Celerio,"₹9,610/month","₹4,32,000",-,-,-,-,-,-
274,2010 Maruti Wagon R 1.0,"₹3,960/month","₹1,78,000","62,339 km",2nd Owner,-,Petrol,DELHI,Non-Accidental
275,2017 Renault Kwid,"₹8,008/month","₹3,60,000","20,040 km",1st Owner,-,Petrol,DELHI,Non-Accidental
276,2017 Maruti Wagon R 1.0,"₹7,229/month","₹3,25,000",-,2nd Owner,-,Petrol,DELHI,Non-Accidental
277,2020 Hyundai Verna,"₹24,469/month","₹11,00,000",-,-,-,-,-,-
278,2019 Renault Kwid,"₹7,229/month","₹3,25,000","31,898 km",1st Owner,-,Petrol,DELHI,Non-Accidental
279,2014 Maruti Swift,"₹7,850/month","₹3,52,899","58,508 km",1st Owner,April 2014,Diesel,DELHI,Non-Accidental
280,2015 Honda City,"₹15,860/month","₹7,13,000",-,-,-,-,-,-
281,2010 Maruti SX4,"₹7,229/month","₹3,25,000","68,826 km",-,-,-,-,-
282,2017 Maruti Baleno,"₹12,154/month","₹5,46,399","35,250 km",1st Owner,-,Petrol,DELHI,Non-Accidental
283,2018 Maruti Alto 800,"₹6,309/month","₹2,83,599","33,424 km",1st Owner,January 2018,Petrol,DELHI,Non-Accidental
284,2010 Maruti Alto,"₹3,145/month","₹1,41,399","70,239 km",1st Owner,June 2010,Petrol,DELHI,Non-Accidental
285,2010 Maruti Swift Dzire,"₹4,949/month","₹2,22,499",-,-,-,-,-,-
286,2019 Tata NEXON,"₹16,238/month","₹7,30,000","11,664 km",1st Owner,-,Petrol,DELHI,Non-Accidental
287,2015 Maruti Baleno,"₹9,765/month","₹4,39,000","46,137 km",1st Owner,-,Petrol,DELHI,Non-Accidental
288,2018 Maruti Wagon R 1.0,"₹9,514/month","₹4,27,699","27,853 km",1st Owner,-,Petrol,DELHI,Non-Accidental
289,2017 Maruti Wagon R 1.0,"₹9,231/month","₹4,15,000",-,-,-,-,-,-
290,2017 Renault Kwid,"₹6,228/month","₹2,80,000","11,146 km",1st Owner,-,Petrol,DELHI,Non-Accidental
291,2016 Maruti Vitara Brezza,"₹14,472/month","₹6,50,599","29,262 km",1st Owner,September 2016,Diesel,DELHI,Non-Accidental
292,2012 Hyundai i10,"₹5,339/month","₹2,40,000","38,701 km",-,-,-,-,-
293,2010 Maruti SX4,"₹5,472/month","₹2,46,000",-,-,-,-,-,-
294,2018 Maruti Dzire,"₹13,347/month","₹6,00,000",-,-,-,-,-,-
295,2017 Maruti Alto 800,"₹5,970/month","₹2,68,399","65,480 km",1st Owner,January 2017,Petrol,DELHI,Non-Accidental
296,2011 Honda CRV,"₹12,041/month","₹5,41,299","71,014 km",2nd Owner,January 2011,Petrol,DELHI,Non-Accidental
297,2011 Volkswagen Polo,"₹4,694/month","₹2,11,000",-,-,-,-,-,-
298,2014 Maruti Celerio,"₹7,274/month","₹3,27,000",-,-,-,-,-,-
299,2015 Hyundai Elite i20,"₹9,636/month","₹4,33,199","65,456 km",2nd Owner,-,Diesel,DELHI,Non-Accidental
300,2016 Maruti Swift,"₹10,235/month","₹4,60,099","49,938 km",1st Owner,-,Diesel,DELHI,Non-Accidental
301,2018 Maruti Alto 800,"₹6,295/month","₹2,83,000",-,-,-,-,-,-
302,2014 Hyundai Grand i10,"₹9,176/month","₹4,12,499","53,962 km",1st Owner,July 2014,Petrol,DELHI,Non-Accidental
303,2019 Maruti Ertiga,"₹17,804/month","₹8,00,399","12,685 km",1st Owner,January 2019,Petrol,DELHI,Non-Accidental
304,2017 Maruti Baleno,"₹11,638/month","₹5,23,199","37,166 km",2nd Owner,February 2017,Petrol,DELHI,Non-Accidental
305,2017 Hyundai Creta,"₹17,940/month","₹8,06,499","37,016 km",1st Owner,November 2017,Diesel,DELHI,Non-Accidental
306,2015 Maruti Swift,"₹8,571/month","₹3,85,299","67,696 km",1st Owner,November 2015,Petrol,DELHI,Non-Accidental
307,2016 Honda Jazz,"₹11,603/month","₹5,21,599","55,440 km",1st Owner,January 2016,Petrol,DELHI,Non-Accidental
308,2019 Honda Amaze,"₹15,529/month","₹6,98,099","20,444 km",1st Owner,February 2019,Petrol,DELHI,Non-Accidental
309,2017 Skoda Rapid,"₹12,791/month","₹5,75,000","35,892 km",1st Owner,-,Petrol,DELHI,Non-Accidental
310,2019 Hyundai VENUE,"₹24,502/month","₹11,01,499","3,211 km",1st Owner,-,Petrol,DELHI,Non-Accidental
311,2017 Maruti Wagon R 1.0,"₹7,358/month","₹3,30,799","50,045 km",1st Owner,January 2017,Petrol,DELHI,Non-Accidental
312,2019 Toyota Glanza,"₹16,572/month","₹7,45,000",-,-,-,-,-,-
313,2013 Maruti Wagon R 1.0,"₹6,273/month","₹2,82,000",-,-,-,-,-,-
314,2010 Maruti Alto,"₹3,337/month","₹1,50,000",-,-,-,-,-,-
315,2012 Hyundai i10,"₹5,116/month","₹2,30,000",-,-,-,-,-,-
316,2016 Maruti Alto K10,"₹6,228/month","₹2,80,000","45,300 km",1st Owner,-,Petrol,DELHI,Non-Accidental
317,2019 Maruti Ertiga,"₹18,552/month","₹8,34,000",-,-,-,-,-,-
318,2014 Honda Brio,"₹7,452/month","₹3,35,000",-,-,-,-,-,-
319,2017 Maruti Swift Dzire,"₹11,378/month","₹5,11,499","51,767 km",2nd Owner,January 2017,Diesel,DELHI,Non-Accidental
320,2018 Maruti Wagon R 1.0,"₹9,454/month","₹4,25,000",-,-,-,-,-,-
321,2010 Maruti Swift Dzire,"₹4,471/month","₹2,01,000","70,645 km",1st Owner,-,Petrol,DELHI,Non-Accidental
322,2018 Maruti Dzire,"₹14,394/month","₹6,47,099","29,001 km",1st Owner,February 2018,Diesel,DELHI,Non-Accidental
323,2009 Hyundai i10,"₹3,626/month","₹1,63,000","86,423 km",1st Owner,-,Petrol,DELHI,Non-Accidental
324,2014 Maruti Swift,"₹9,309/month","₹4,18,499","55,728 km",1st Owner,July 2014,Petrol,DELHI,Non-Accidental
325,2020 Hyundai GRAND I10 NIOS,"₹15,905/month","₹7,15,000","2,442 km",1st Owner,-,Petrol,DELHI,Non-Accidental
326,2016 Hyundai Grand i10,"₹9,111/month","₹4,09,599","69,818 km",1st Owner,January 2016,Petrol,DELHI,Non-Accidental
327,2014 Ford Ecosport,"₹11,560/month","₹5,19,699","56,968 km",2nd Owner,-,Petrol,DELHI,Non-Accidental
328,2017 Maruti Celerio,"₹9,498/month","₹4,27,000",-,-,-,-,-,-
329,2019 Maruti Baleno,"₹13,542/month","₹6,08,799","22,999 km",1st Owner,-,Petrol,DELHI,Non-Accidental
330,2010 Maruti Swift Dzire,"₹5,539/month","₹2,49,000","50,475 km",1st Owner,-,Petrol,DELHI,Non-Accidental
331,2014 Ford Ecosport,"₹10,967/month","₹4,93,000",-,-,-,-,-,-
332,2017 Hyundai Grand i10,"₹9,209/month","₹4,14,000","30,161 km",1st Owner,-,Petrol,DELHI,Non-Accidental
333,2018 Maruti Vitara Brezza,"₹16,194/month","₹7,27,999","34,119 km",1st Owner,-,Diesel,DELHI,Non-Accidental
334,2013 Maruti Alto 800,"₹4,449/month","₹2,00,000",-,-,-,-,-,-
335,2020 Maruti Vitara Brezza,"₹22,133/month","₹9,95,000",-,-,-,-,-,-
336,2015 Honda City,"₹14,552/month","₹6,54,199","54,027 km",2nd Owner,March 2015,Petrol,DELHI,Non-Accidental
337,2011 Hyundai i20,"₹5,116/month","₹2,30,000","75,924 km",1st Owner,-,Petrol,DELHI,Non-Accidental
338,2016 Maruti Celerio,"₹7,069/month","₹3,17,799","72,059 km",1st Owner,June 2016,Petrol,DELHI,Non-Accidental
339,2017 Maruti Vitara Brezza,"₹16,904/month","₹7,59,899","28,576 km",1st Owner,-,Diesel,DELHI,Non-Accidental
340,2015 Maruti Swift,"₹9,347/month","₹4,20,199","59,849 km",1st Owner,April 2015,Diesel,DELHI,Non-Accidental
341,2014 Mahindra XUV500,"₹15,015/month","₹6,75,000","42,192 km",1st Owner,-,Diesel,DELHI,Non-Accidental
342,2012 Hyundai i20,"₹4,987/month","₹2,24,199","85,837 km",1st Owner,-,Diesel,DELHI,Non-Accidental
343,2017 Maruti Swift,"₹13,138/month","₹5,90,599","29,789 km",1st Owner,June 2017,Diesel,DELHI,Non-Accidental
344,2014 Hyundai Grand i10,"₹7,407/month","₹3,33,000",-,-,-,-,-,-
345,2015 Maruti Baleno,"₹9,069/month","₹4,07,699","59,364 km",1st Owner,December 2015,Diesel,DELHI,Non-Accidental
346,2011 Maruti Swift Dzire,"₹5,376/month","₹2,41,699","76,880 km",1st Owner,May 2011,Petrol,DELHI,Non-Accidental
347,2014 Hyundai Santro Xing,"₹6,028/month","₹2,71,000",-,-,-,-,-,-
348,2013 Maruti Alto K10,"₹6,117/month","₹2,75,000",-,-,-,-,-,-
349,2013 Hyundai i20,"₹7,470/month","₹3,35,799","54,342 km",3rd Owner,April 2013,Petrol,DELHI,Non-Accidental
350,2018 Maruti Celerio,"₹9,543/month","₹4,29,000",-,-,-,-,-,-
351,2018 Maruti Vitara Brezza,"₹17,239/month","₹7,75,000","28,932 km",1st Owner,-,Diesel,DELHI,Non-Accidental
352,2013 Toyota Innova,"₹15,013/month","₹6,74,899","63,747 km",1st Owner,-,Diesel,DELHI,Non-Accidental
353,2016 Ford Ecosport,"₹13,863/month","₹6,23,199","53,896 km",1st Owner,January 2016,Petrol,DELHI,Non-Accidental
354,2016 Datsun Redi Go,"₹5,316/month","₹2,39,000",-,-,-,-,-,-
355,2013 Maruti Swift Dzire,"₹7,674/month","₹3,45,000",-,-,-,-,-,-
356,2014 Honda Brio,"₹7,763/month","₹3,49,000","30,905 km",2nd Owner,-,Petrol,DELHI,Non-Accidental
357,2012 Honda City,"₹10,241/month","₹4,60,399","68,161 km",-,-,-,-,-
358,2013 Maruti Ertiga,"₹10,577/month","₹4,75,499","51,981 km",1st Owner,March 2013,Diesel,DELHI,Non-Accidental
359,2013 Honda Amaze,"₹6,909/month","₹3,10,599","63,205 km",1st Owner,-,Diesel,DELHI,Non-Accidental
360,2019 Maruti Baleno,"₹11,500/month","₹5,16,999","46,882 km",2nd Owner,January 2019,Petrol,DELHI,Non-Accidental
361,2020 KIA SONET,"₹26,529/month","₹11,92,599","7,375 km",1st Owner,September 2020,Diesel,DELHI,Non-Accidental
362,2012 Volkswagen Polo,"₹6,344/month","₹2,85,199","69,584 km",1st Owner,June 2012,Diesel,DELHI,Non-Accidental
363,2008 Hyundai Santro Xing,"₹3,070/month","₹1,38,000",-,-,-,-,-,-
364,2019 Hyundai VENUE,"₹22,549/month","₹10,13,699","25,835 km",1st Owner,July 2019,Diesel,DELHI,Non-Accidental
365,2020 Hyundai Creta,"₹28,985/month","₹13,03,000",-,-,-,-,-,-
366,2018 Maruti Vitara Brezza,"₹16,672/month","₹7,49,499","27,113 km",1st Owner,-,Diesel,DELHI,Non-Accidental
367,2020 Honda City,"₹28,918/month","₹13,00,000","1,963 km",1st Owner,-,Petrol,DELHI,Non-Accidental
368,2010 Tata Manza,"₹2,736/month","₹1,23,000",-,-,-,-,-,-
369,2017 Hyundai Creta,"₹18,140/month","₹8,15,499","19,237 km",1st Owner,December 2017,Diesel,DELHI,Non-Accidental
370,2014 Hyundai i10,"₹5,873/month","₹2,64,000","54,729 km",2nd Owner,-,Petrol,DELHI,Non-Accidental
371,2018 Maruti Alto 800,"₹6,228/month","₹2,80,000","29,465 km",1st Owner,-,Petrol,DELHI,Non-Accidental
372,2013 Hyundai i20,"₹9,158/month","₹4,11,699","57,465 km",1st Owner,February 2013,Diesel,DELHI,Non-Accidental
373,2009 Hyundai i10,"₹4,004/month","₹1,80,000",-,-,-,-,-,-
374,2014 Honda City,"₹12,234/month","₹5,50,000","57,418 km",2nd Owner,-,Petrol,DELHI,Non-Accidental
375,2015 Maruti Swift Dzire,"₹9,098/month","₹4,09,000",-,-,-,-,-,-
376,2019 Maruti Vitara Brezza,"₹18,051/month","₹8,11,499","17,831 km",1st Owner,February 2019,Diesel,DELHI,Non-Accidental
377,2019 Maruti Vitara Brezza,"₹17,070/month","₹7,67,399","26,930 km",1st Owner,January 2019,Diesel,DELHI,Non-Accidental
378,2012 Toyota Etios,"₹5,850/month","₹2,62,999","81,239 km",-,-,-,-,-
379,2013 Maruti Swift Dzire,"₹7,421/month","₹3,33,599","62,602 km",-,-,-,-,-
380,2010 Hyundai i10,"₹4,382/month","₹1,97,000",-,-,-,-,-,-
381,2012 Hyundai i20,"₹6,940/month","₹3,12,000",-,-,-,-,-,-
382,2012 Maruti Swift,"₹6,751/month","₹3,03,499","80,936 km",1st Owner,-,Diesel,NOIDA,Non-Accidental
383,2008 Hyundai i10,"₹3,397/month","₹1,52,699","66,404 km",1st Owner,August 2008,Petrol,NOIDA,Non-Accidental
384,2013 Maruti Ritz,"₹5,848/month","₹2,62,899","66,549 km",1st Owner,March 2013,Diesel,NOIDA,Non-Accidental
385,2014 Hyundai Grand i10,"₹7,677/month","₹3,45,099","63,032 km",1st Owner,August 2014,Petrol,NOIDA,Non-Accidental
386,2013 Maruti Swift,"₹7,227/month","₹3,24,899","73,417 km",1st Owner,May 2013,Diesel,NOIDA,Non-Accidental
387,2017 Tata Tiago,"₹10,079/month","₹4,53,099","80,573 km",1st Owner,January 2017,Petrol,NOIDA,Non-Accidental
388,2013 Maruti Ritz,"₹4,863/month","₹2,18,599","70,017 km",1st Owner,February 2013,Diesel,NOIDA,Non-Accidental
389,2019 Hyundai VENUE,"₹22,026/month","₹9,90,199","7,510 km",1st Owner,July 2019,Petrol,NOIDA,Non-Accidental
390,2018 Hyundai Grand i10,"₹9,634/month","₹4,33,099","55,365 km",2nd Owner,April 2018,Petrol,NOIDA,Non-Accidental
391,2016 Honda Brio,"₹8,876/month","₹3,99,000","36,373 km",1st Owner,-,Petrol,NOIDA,Non-Accidental
392,2014 Maruti Alto 800,"₹4,778/month","₹2,14,799","67,513 km",1st Owner,September 2014,Petrol,NOIDA,Non-Accidental
393,2017 Maruti Celerio,"₹8,847/month","₹3,97,699","88,442 km",-,-,-,-,-
394,2018 Ford Figo Aspire,"₹11,487/month","₹5,16,399","39,845 km",-,-,-,-,-
395,2013 Ford Ecosport,"₹8,691/month","₹3,90,699","66,940 km",-,-,-,-,-
396,2017 Maruti Alto 800,"₹7,092/month","₹3,18,799","63,266 km",-,-,-,-,-
397,2013 Maruti Swift,"₹6,740/month","₹3,02,999","66,350 km",-,-,-,-,-
398,2018 Maruti Vitara Brezza,"₹16,125/month","₹7,24,899","40,249 km",-,-,-,-,-
399,2013 Maruti Swift Dzire,"₹8,457/month","₹3,80,199","67,598 km",-,-,-,-,-
400,2010 Hyundai i20,"₹5,450/month","₹2,45,000",-,-,-,-,-,-
401,2018 Maruti Swift,"₹12,902/month","₹5,80,000","22,665 km",-,-,-,-,-
402,2014 Hyundai Santro Xing,"₹6,006/month","₹2,70,000","39,366 km",-,-,-,-,-
403,2017 Maruti Baleno,"₹13,502/month","₹6,07,000","32,501 km",-,-,-,-,-
404,2010 Maruti SX4,"₹4,449/month","₹2,00,000",-,-,-,-,-,-
405,2016 Datsun Redi Go,"₹5,049/month","₹2,27,000",-,-,-,-,-,-
406,2017 Ford Ecosport,"₹16,201/month","₹7,28,299","14,976 km",-,-,-,-,-
407,2009 Maruti A Star,"₹2,987/month","₹1,34,299","60,080 km",-,-,-,-,-
408,2017 Volkswagen Ameo,"₹11,144/month","₹5,00,999","43,523 km",1st Owner,August 2017,Diesel,DELHI,Non-Accidental
409,2012 Maruti Swift,"₹6,891/month","₹3,09,799","82,585 km",1st Owner,October 2012,Diesel,DELHI,Non-Accidental
410,2013 Nissan Sunny,"₹5,272/month","₹2,37,000","65,603 km",1st Owner,-,Diesel,DELHI,Non-Accidental
411,2017 Hyundai Grand i10,"₹10,566/month","₹4,75,000","21,404 km",1st Owner,-,Petrol,DELHI,Non-Accidental
412,2016 Maruti Baleno,"₹11,856/month","₹5,33,000",-,-,-,-,-,-
413,2013 Hyundai i10,"₹5,695/month","₹2,56,000",-,-,-,-,-,-
414,2018 Mahindra XUV500,"₹21,835/month","₹9,81,599","24,027 km",2nd Owner,January 2018,Diesel,DELHI,Non-Accidental
415,2018 Maruti Vitara Brezza,"₹15,671/month","₹7,04,499","40,707 km",1st Owner,February 2018,Diesel,DELHI,Non-Accidental
416,2019 Maruti Baleno,"₹13,391/month","₹6,02,000","24,376 km",1st Owner,-,Petrol,DELHI,Non-Accidental
417,2015 Honda Amaze,"₹9,596/month","₹4,31,399","40,776 km",1st Owner,July 2015,Diesel,DELHI,Non-Accidental
418,2015 Hyundai Eon,"₹5,405/month","₹2,43,000",-,-,-,-,-,-
419,2016 Honda Jazz,"₹11,834/month","₹5,32,000","24,818 km",1st Owner,-,Petrol,DELHI,Non-Accidental
420,2015 Hyundai Elite i20,"₹11,678/month","₹5,25,000",-,-,-,-,-,-
421,2014 Hyundai Santro Xing,"₹6,389/month","₹2,87,199","58,661 km",1st Owner,-,Petrol,DELHI,Non-Accidental
422,2010 Hyundai i10,"₹4,449/month","₹2,00,000",-,-,-,-,-,-
423,2013 Maruti Swift Dzire,"₹8,486/month","₹3,81,499","69,373 km",1st Owner,January 2013,Diesel,DELHI,Non-Accidental
424,2016 Ford Ecosport,"₹10,210/month","₹4,59,000",-,-,-,-,-,-
425,2015 Hyundai Grand i10,"₹10,386/month","₹4,66,899","34,152 km",1st Owner,-,Petrol,DELHI,Non-Accidental
426,2011 Hyundai i20,"₹5,628/month","₹2,53,000","80,757 km",2nd Owner,-,Petrol,DELHI,Non-Accidental
427,2013 Hyundai i20,"₹7,341/month","₹3,30,000","60,410 km",1st Owner,-,Petrol,DELHI,Non-Accidental
428,2013 Maruti Alto K10,"₹4,449/month","₹2,00,000",-,-,-,-,-,-
429,2019 Maruti Vitara Brezza,"₹17,880/month","₹8,03,799","19,254 km",1st Owner,November 2019,Diesel,DELHI,Non-Accidental
430,2013 Maruti Swift Dzire,"₹8,702/month","₹3,91,199","66,341 km",1st Owner,-,Diesel,DELHI,Non-Accidental
431,2013 Skoda Rapid,"₹7,212/month","₹3,24,199","66,577 km",1st Owner,August 2013,Diesel,DELHI,Non-Accidental
432,2017 Maruti Baleno,"₹12,991/month","₹5,83,999","43,299 km",1st Owner,June 2017,Petrol,DELHI,Non-Accidental
433,2015 Maruti Swift Dzire,"₹9,429/month","₹4,23,899","61,097 km",1st Owner,April 2015,Petrol,DELHI,Non-Accidental
434,2011 Hyundai i20,"₹5,628/month","₹2,53,000","55,343 km",2nd Owner,-,Petrol,DELHI,Non-Accidental
435,2012 Renault Duster,"₹6,671/month","₹2,99,899","84,325 km",1st Owner,October 2012,Diesel,DELHI,Non-Accidental
436,2013 Hyundai i20,"₹8,141/month","₹3,66,000","43,257 km",1st Owner,-,Diesel,DELHI,Non-Accidental
437,2014 Maruti Swift,"₹9,129/month","₹4,10,399","72,636 km",1st Owner,July 2014,Diesel,DELHI,Non-Accidental
438,2015 Maruti Swift,"₹9,774/month","₹4,39,399","75,646 km",2nd Owner,July 2015,Diesel,DELHI,Non-Accidental
439,2013 Hyundai i20,"₹7,674/month","₹3,45,000",-,-,-,-,-,-
440,2016 Volkswagen Polo,"₹11,011/month","₹4,95,000",-,-,-,-,-,-
441,2016 Maruti Ciaz,"₹11,790/month","₹5,30,000",-,-,-,-,-,-
442,2016 Maruti Ertiga,"₹14,637/month","₹6,58,000",-,-,-,-,-,-
443,2014 Maruti Swift Dzire,"₹7,296/month","₹3,28,000","62,386 km",1st Owner,-,Diesel,DELHI,Non-Accidental
444,2017 Maruti IGNIS,"₹11,887/month","₹5,34,399","34,135 km",1st Owner,-,Petrol,DELHI,Non-Accidental
